"question_id","question","answer","created_at","updated_at","is_active"
534,"私に紙を１枚持ってきてくれますか。"," Will you bring me a piece of paper? [peɪpə]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
535,"彼はロンドンに土地を１つもっています。"," He has a piece of land in London.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
536,"私達にレモンティーを２杯持ってきてください。"," Give us two cups of tea with lemon, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
537,"私達に冷たいオレンジジュースを２杯持ってきてください。"," Give us two glasses of chilled orange juice, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
538,"私達にビールを２本持ってきてください。"," Give us two bottles of beer, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
539,"私達にごはんを２杯持ってきてください。"," Give us two bowls of boiled rice, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
540,"私達に角砂糖を２個持ってきてください。"," Give us two lumps of sugar, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
541,"私達にパンを２枚持ってきてください。"," Give us two slices of bread, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
542,"私達にビールを２缶持ってきてください。"," Give us two cans of beer, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
543,"私達にパンを２個持ってきてください。"," Give us two loaves of bread, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
544,"私達に紙を２枚持ってきてください。"," Give us two sheets of paper, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
545,"私達に石けんを２個持ってきてください。"," Give us two bars of soap, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
546,"私達にチョコレートを２枚持ってきてください。"," Give us two bars of chocolate, please.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
547,"あなたは毎日何杯コーヒーを飲みますか。"," How many cups of coffee do you drink every day?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
548,"何杯水をおもちしましょうか。"," How many glasses of water do you want me to bring?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
549,"あなたは昼食に何杯ご飯を食べますか。"," How many bowls of rice do you eat for lunch?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
550,"あなたは毎日何本ビールを飲みますか。"," How many bottles of beer do you drink every day?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
551,"あなたは何枚紙が必要なのですか。"," How many sheets of paper do you need?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
552,"あなたは何箱石けんを買いましたか。"," How many boxes of soap did you buy?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
553,"あなたはいくつ土地をもっていますか。"," How many pieces of property do you own?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
554,"私は２年間シカゴに住みました。"," I lived in Chicago for two years.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
555,"今日の午後私達は２時間フットボールをしました。"," This afternoon we played football for two hours. [άʊɚ]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
556,"私は今朝彼に電話をしました。"," I called him this morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
557,"昨夜私はベティと電話で話しました。"," Last night I talked to Betty on the phone.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
558,"私は早稲田の試験に落ちました。"," I failed the exam for Waseda University.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
559,"彼は私のミスを笑いました。"," He laughed at my mistake.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
560,"彼女は私に５つ質問をした。"," She asked me five questions. [kwéstʃən]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
561,"娘は青山の入試に合格しました。"," My daughter passed the examination for Aoyama. [dˈɔːṭɚ]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
562,"彼はカップを床の上に落としてしまった。"," He dropped a cup on the floor.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
563,"彼は夕食前に手を洗いました。"," He washed his hands before dinner.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
564,"私達は試合をテレビで見ました。"," We watched the game on TV.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
565,"彼等は私達を夕食に招いてくれました。"," They invited us for dinner.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
566,"私は何度もロンドンを訪れました。"," I visited London in many times.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
567,"会合は３時に終わりました。"," The meeting ended at 3:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
568,"パーティは７時に始まりました。"," The party started at 7:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
569,"彼は同じミスを繰り返しました。"," He repeated the same mistake.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
570,"私は２日前駅の近くで彼を見ました。"," I saw him near the station two days ago. [sˈɔː][əgóʊ]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
571,"私はおととい横浜へ行きました。"," I went to Yokohama the day before yesterday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
572,"彼は先週日曜日私の家に来ました。"," He came to my house last Sunday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
573,"彼女は朝早く家を出ました。"," She left home early in the morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
574,"そのとき変な音が聞こえました。"," I heard a strange noise then. [hˈɚːd]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
575,"あなたは去年の夏外国へ行きましたか。"," Did you go abroad last summer?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
576,"あなたはフランス史を専攻したのですか。"," Did you major in French history?[méɪdʒɚ]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
577,"あなたは彼等を家まで車で送りましたか。"," Did you drive them home?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
578,"あなたは彼等を説得したのですか。"," Did you persuade them? [pɚswéɪd]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
579,"あなたは彼女を捨てたのですか。"," Did you dump her?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
580,"あなたはクーラーの温度を上げたのですか。"," Did you turn up the air-conditioner?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
581,"彼は自殺したのですか。"," Did he kill himself?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
582,"彼は飛行機に乗り遅れたのですか。"," Did he miss the flight?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
583,"彼はあなたを誤解したのですか。"," Did he misunderstand you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
584,"彼はあなたの言うことを聞き違えたのですか。"," Did he mishear you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
585,"彼は彼等と口論したのですか。"," Did he argue with them?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
586,"彼は秘書をクビにしたのですか。"," Did he fire his secretary?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
587,"あなたはどこで彼と知り合ったのですか。"," Where did you meet him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
588,"あなたはどこで時間をつぶしたのですか。"," Where did you kill time?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
589,"あなたはどこで事故を起こしたのですか。"," Where did you cause the accident?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
590,"あなたはどこでこれを見つけたのですか。"," Where did you find this?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
591,"あなたはどこへ傘を忘れたのですか。"," Where did you leave your umbrella?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
592,"あなたはどこに車を止めましたか。"," Where did you park your car?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
593,"どの位前に彼は家を出たのですか。"," How long ago did he leave home?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
594,"どの位前に彼は仕事をやめたのですか。"," How long ago did he quit his job?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
595,"どの位前に彼はあなたに連絡をしてきましたか。"," How long ago did he get in touch with you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
596,"どの位前に彼はアパートから引っ越したのですか。"," How long ago did he move out of his apartment?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
597,"何年前に彼は亡くなられたのですか。"," How many years ago did he pass away?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
598,"何年前に彼は会社を設立したのですか。"," How many years ago did he establish his company?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
599,"何年前に彼は博士号を取ったのですか。"," How many years ago did he get a Ph.D.? ","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
600,"彼女は誰にほほえんだのですか。"," Who did she smile at?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
601,"彼女は誰をほめたのですか。"," Who did she say good things about?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
602,"彼女は誰にあやまったのですか。"," Who did she apologize to?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
603,"彼女は誰と口論したのですか。"," Who did she argue with?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
604,"彼女は誰を笑ったのですか。"," Who did she laugh at?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
605,"彼女は誰と外出したのですか。"," Who did she go out with?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
606,"なぜあなたは大学を中退したのですか。"," Why did you drop out of college?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
607,"なぜあなたは仕事をやめたのですか。"," Why did you quit your job?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
608,"なぜあなたはあのアパートに決めたのですか。"," Why did you decide on that apratment?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
609,"なぜあなたはトムと別れたのですか。"," Why did you break up with Tom?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
610,"なぜあなたは仕事に興味を失ったのですか。"," Why did you lose interest in your job?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
611,"あなたはいつ彼等から知らせがあったのですか。"," When did you hear from them?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
612,"あなたはいつ予約をしたのですか。"," When did you make reservations?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
613,"あなたはいつ彼等に手紙を書いたのですか。"," When did you write to them?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
614,"あなたはいつベティに本を返しましたか。"," When did you return the book to Betty?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
615,"あなたはいつ彼からお金を借りたのですか。"," When did you borrow the money from him? [barou]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
616,"彼はいつスウェーデンへ出発したのですか。"," When did he leave for Sweden?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
617,"あなたは休暇中何をしたのですか。"," What did you do during your vacation?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
618,"あなたは昼食に何を食べたのですか。"," What did you eat for lunch?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
619,"あなたは誕生日に何をジムにプレゼントしたのですか。"," What did you give Jim for his birthday?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
620,"あなたは彼から何をもらったのですか。"," What did you get from him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
621,"あなたは彼等に何を昼食におごったのですか。"," What did you buy them for lunch?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
622,"あなたはそのとき私のことを怒っていたのですか。"," Were you angry at me then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
623,"あなたは今朝会合に遅れたのですか。"," Were you late for the meeting this morning?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
624,"あなたは約束に間に合ったのですか。"," Were you on time for the appointment?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
625,"あなたはそのとき疲れていましたか。"," Were you tired at that time?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
626,"あなたは先週忙しかったのですか。"," Were you busy last week?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
627,"彼は以前あなたの上司だったのですか。"," Was he your supervisor before?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
628,"彼はあなたに対して感じがよかったですか。"," Was he nice to you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
629,"彼はあなたに対して横柄でしたか。"," Was he arrogant to you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
630,"ジムは時間を守りましたか。"," Was Jim punctual?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
631,"ジムはあなたに対して失礼でしたか。"," Was Jim impolite to you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
632,"テストは難しかったですか。"," Was the test tough? [tˈʌf]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
633,"パーティはとても楽しかったですか。"," Was the party a lot of fun? [fˈʌn]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
634,"映画はよかったですか。"," Was the movie good?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
635,"横浜は昨夜蒸し暑かったですか。"," Was it muggy in Yokohama last night?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
636,"あの公衆電話は故障していましたか。"," Was that pay telephone out of order?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
637,"あなたはなぜ彼に対して怒っていたのですか。"," Why were you angry with him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
638,"彼女はなぜクビになったのですか。"," Why was she sacked? [sǽkt]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
639,"ジムはなぜ昇進したのですか。"," Why was Jim promoted?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
640,"ジムはなぜ格下げになったのですか。"," Why was Jim demoted?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
641,"ジムはなぜイライラしていたのですか。"," Why was Jim impatient?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
642,"彼はどんな人でしたか。"," What was he like?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
643,"彼は何がこわかったのですか。"," What was he afraid of?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
644,"彼は何のことを喜んでいたのですか。"," What was he happy about?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
645,"彼女は何に神経質になっていたのですか。"," What was she sensitive to?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
646,"彼女は何のことで気難しかったのですか。"," What was she particular about?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
647,"彼はその頃誰に夢中だったのですか。"," Who was he crazy about back then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
648,"彼はそのとき誰をえこひいきしていたのですか。"," Who was he partial to then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
649,"彼はそのとき誰を心配していたのですか。"," Who was he anxious about then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
650,"彼は昨日誰と一緒だったのですか。"," Who was he with yesterday?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
651,"彼は誰に友好的だったのですか。"," Who was he friendly to?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
652,"私は今彼と電話で話しているところです。"," I'm talking to him on the phone now.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
653,"私は今彼に手紙を書いています。"," I'm writing to him now.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
654,"彼は今家を出るところです。"," He's leaving home now.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
655,"彼等は今外出するところです。"," They're going out now.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
656,"ビルが今台所から出てくるところです。"," Bill is coming out of the kitchen now.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
657,"私はお腹がすいてきました。"," I'm getting hungry.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
658,"私は疲れてきました。"," I'm getting tired.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
659,"最近は寒くなってきました。"," These days it's getting cold.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
660,"この頃は蒸し暑くなってきました。"," These days it's getting muggy.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
661,"この頃は日本も危険になってきました。"," These days Japan is becoming dangerous.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
662,"英語が面白くなってきました。"," English is becoming interesting.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
663,"東京は国際的になってきました。"," Tokyo is becoming international.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
664,"私はそのとき車を修理していました。"," I was fixing my car then.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
665,"私達はそのとき口論していました。"," We were arguing then.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
666,"彼はそのときラジオを聴いていました。"," He was listening to the radio then.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
667,"彼はそのときコーヒーを入れていました。"," He was making coffee then.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
668,"昨夜は雨が少し振っていました。"," It was raining a little last night.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
669,"今朝は雪が激しく降っていました。"," It was snowing hard this morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
670,"あなたはそのとき何のことで文句を言っていたのですか。"," What were you complaining about then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
671,"あなたはそのとき何のことを話していたのですか。"," What were you talking about then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
672,"あなたはそのときどこへ行くところだったのですか。"," Where were you going then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
673,"あなたはそのときどこに滞在していたのですか。"," Where were you staying then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
674,"あなたはそのとき誰と話をしていたのですか。"," Who were you talking to then?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
675,"あなたはそのとき誰とテニスをしていたのですか。"," Who were you playing tennis with then? ","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
676,"私は明日の午後はギターの練習をしているでしょう。"," I'll be practicing the guitar tomorrow afternoon.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
677,"私は今晩テレビで野球の試合を見ているでしょう。"," I'll be watching the baseball game on TV this evening.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
678,"私は８時ごろはお風呂に入っているでしょう。"," I'll be taking a bath around 8:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
679,"彼は明朝６時ごろまだ寝ているでしょう。"," He'll still be sleeping around 6:00 tomorrow morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
680,"私達は明日の１１時には新幹線に乗っているでしょう。"," We'll be riding on the bullet train at 11:00 tomorrow.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
681,"今日の午後は雨が降っているでしょう。"," It'll be raining this afternoon.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
682,"今晩７時ごろは私達はパーティを開いているでしょう。"," We'll be throwing a party about 7:00 this evening.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
683,"私は明日の今ごろはパーティの準備をしているでしょう。"," I'll be preparing for the party about this time tomorrow.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
684,"彼女は７時ごろはまだ会社で働いているでしょう。"," She'll be still working at the office around 7:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
685,"メアリーは６時ごろは夕食の支度をしているでしょう。"," Mary will be cooking dinner around 6:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
686,"私は毎朝６時に目がさめます。"," I wake up at 6:00 every morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
687,"私はふつう７時３０分に家を出ます。"," I usually leave home at 7:30.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
688,"私達は６時に仕事がひけます。"," We get off work at 6:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
689,"パーティは６時３０分に始まります。"," The party starts at 6:30.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
690,"記者会見は２時に終わりました。"," The press conference was over at 2:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
691,"披露宴は３時に終わります。"," The wedding reception ends at 3:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
692,"卒業式は１０時に始まります。"," The commencement exercises begin at 10:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
693,"私は日曜日にミサに行きます。"," I go to mass on Sunday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
694,"私は火曜日にフランス語の学校へ行きます。"," I go to a French school on Tuesday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
695,"彼は月曜日と金曜日に大学で教えています。"," He teaches at college on Monday and Friday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
696,"彼女は火曜日と土曜日にパートで働いています。"," She works part-time on Tuesday and Saturday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
697,"みんな金曜日には残業します。"," Everybody works overtime on Friday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
698,"私達は土曜日と日曜日には働きません。"," We don't work on Saturday and Sunday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
699,"学校は４月６日に始まります。"," School starts on April sixth.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
700,"学校は６月７日に終わります。"," Shool ends on June seventh.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
701,"卒業式は６月１０日に行われます。"," The graduation will take place on June tenth.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
702,"私は１０月２日に生まれました。"," I was born on October second.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
703,"彼は７月１５日に日本へ来ました。"," He came to Japan on July fifteenth.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
704,"私は水曜日の午前ギリシャ語を教えています。"," I teach Greek on Wednesday mornings.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
705,"私は火曜日の午後アラビア語を勉強しています。"," I have Arabic class on Tuesday afternoons.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
706,"彼は火曜日の夜、経済学を教えています。"," He teaches economics on Tuesday evenings.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
707,"彼は木曜日の朝オランダ語を勉強しています。"," He has Dutch class on Thursday mornings.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
708,"私達は土曜日の午後サッカーを練習します。"," We practice soccer on Saturday afternoons.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
709,"私達は日曜日の午後ギターを練習します。"," We practice the guitar on Sunday afternoons.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
710,"アメリカの学校は９月に始まります。"," American schools start in September.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
711,"日本の学校は３月に終わります。"," Japanese schools end in March.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
712,"２人は５月に結婚しました。"," They got married in May.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
713,"私達は１１月に結婚する予定です。"," We're going to get married in November.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
714,"私達は１月にこの店を開きました。"," We opened this store in January.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
715,"彼は朝食の前にテレビを見ました。"," He watched TV before breakfast.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
716,"彼は昼食の前に外出しました。"," He went out before lunch.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
717,"彼は夕食前に庭を掃除しました。"," He cleaned the yard before dinner.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
718,"彼は７時前に帰ってきました。"," He came back before 7:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
719,"彼は夏休み前に帰ってきました。"," He came back before summer vacation.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
720,"彼は新学期の前に日本を発ちました。"," He left Japan before the new semester","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
721,"彼はクリスマスの前に退院しました。"," He left the hospital before Christmas.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
722,"彼はお祭りの前に病気になりました。"," He became ill before the festival.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
723,"私は朝食の前に犬を散歩させました。"," I walked my dog before breakfast.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
724,"彼は講演の前に突然姿を消しました。"," He suddenly disappeared before the lecture.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
725,"私達は旅行の前に一緒に話し合いました。"," We talked together before the trip.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
726,"私は６時過ぎに目がさめました。"," I woke up after 6:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
727,"彼は７時過ぎに家を出ました。"," He left the house after 7:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
728,"彼は８時過ぎに私に電話してきました。"," He called me after 8:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
729,"彼は９時過ぎに事務所に行きました。"," He got to the office after 9:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
730,"彼は１０時過ぎに休憩しました。"," He took a break after 10:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
731,"彼は２時過ぎに私の事務所へ立ち寄りました。"," He dropped in at my office after 2:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
732,"彼は朝食の後で私に電話してきました。"," He called me up after breakfast.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
733,"彼は１学期が終わった後アメリカへ帰りました。"," He returned to America after the first term.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
734,"彼は手術の後死亡しました。"," He died after the operation.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
735,"彼は講演の後倒れました。"," He collapsed after the lecture.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
736,"私達は授業の後夕食を食べました。"," We had dinner after class.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
737,"彼は夕食の後、散歩に出かけました。"," He took a walk after dinner.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
738,"私達は卒業式の後駅で会いました。"," We met at the station after the graduation ceremony.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
739,"私達は旅行の後口論しました。"," We argued after the trip.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
740,"私は毎日３０分間ジョギングします。"," I jog for half an hour every day.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
741,"私は１日おきに約１時間犬を散歩させます。"," I walk my dog for about an hour every other day.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
742,"私は毎週火曜日心理学を３時間教えています。"," I teach psychology for three hours every Tuesday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
743,"私達は昨日１０時間連続でフットボールの練習をしました。"," We practiced football for ten hours straight yesterday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
744,"私は２時間駅で彼を待ちました。"," I waited for him at the station for two hours.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
745,"私達は２週間ヒルトンに泊まりました。"," We stayed at the Hilton for two weeks.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
746,"私は１５年間アメリカに住んでいました。"," I lived in America for fifteen years.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
